CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2/2/2019,19:40,QUEENS,11419,40.69214,-73.8349,"(40.692135, -73.83485)",111 STREET,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4074267,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
1/27/2019,21:14,MANHATTAN,10016,40.74506,-73.9786,"(40.745056, -73.978615)",3 AVENUE,EAST 33 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Aggressive Driving/Road Rage,Unspecified,Unspecified,,4069879,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
1/31/2019,8:46,BROOKLYN,11213,40.66895,-73.9339,"(40.66895, -73.9339)",EASTERN PARKWAY,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4073741,Taxi,Sedan,Sedan,,
1/9/2019,19:49,BROOKLYN,11201,40.6962,-73.9887,"(40.696198, -73.98869)",ADAMS STREET,TILLARY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4064791,Sedan,Sedan,Sedan,,
1/11/2019,8:16,QUEENS,11434,40.66752,-73.7806,"(40.667522, -73.78063)",NORTH CONDUIT AVENUE,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,Unspecified,,,4065195,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
1/14/2019,10:40,QUEENS,11373,40.73716,-73.8794,"(40.737156, -73.87941)",VANLOON STREET,QUEENS BOULEVARD,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Driver Inattention/Distraction,Unspecified,Unspecified,,4067160,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
1/12/2019,13:53,MANHATTAN,10065,40.76149,-73.9606,"(40.761486, -73.96062)",EAST 62 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4066498,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/25/2019,20:26,BRONX,10454,40.80359,-73.9198,"(40.803593, -73.919785)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Using On Board Navigation Device,Unspecified,,,4069020,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/14/2019,8:44,QUEENS,11432,40.70907,-73.7896,"(40.709072, -73.78964)",171 STREET,90 AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4066679,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/4/2019,14:35,STATEN ISLAND,10301,40.63827,-74.0788,"(40.638268, -74.0788)",CORSON AVENUE,VICTORY BOULEVARD,,2,0,0,0,0,0,2,0,Alcohol Involvement,Driver Inattention/Distraction,Unspecified,,,4063438,Sedan,Sedan,Sedan,,
1/3/2019,18:01,STATEN ISLAND,10306,40.5732,-74.1346,"(40.573196, -74.13463)",RICHMOND ROAD,WILDER AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,4061412,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/4/2019,9:59,QUEENS,11420,40.66686,-73.8045,"(40.666862, -73.8045)",NORTH CONDUIT AVENUE,134 PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4061681,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
1/1/2019,2:30,BROOKLYN,11211,40.70343,-73.9604,"(40.703434, -73.96035)",WILLIAMSBURG STREET WEST,BEDFORD AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4060542,Sedan,Sedan,Sedan,,
12/10/2018,11:20,BROOKLYN,11237,40.70999,-73.9333,"(40.709988, -73.933304)",SCHOLES STREET,MORGAN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,,,4041818,Chassis Cab,Sedan,Station Wagon/Sport Utility Vehicle,,
12/24/2018,21:45,QUEENS,11369,40.76489,-73.8656,"(40.764885, -73.8656)",CURTIS STREET,27 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,Unspecified,Unspecified,,4056087,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,
12/14/2018,23:11,MANHATTAN,10010,40.73917,-73.98,"(40.739166, -73.97997)",2 AVENUE,EAST 25 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,4046082,Taxi,Refrigerated Van,Taxi,,
12/16/2018,23:00,BROOKLYN,11219,40.62999,-73.9974,"(40.629986, -73.99737)",58 STREET,13 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,4047597,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
12/18/2018,8:45,QUEENS,11420,40.66681,-73.8143,"(40.666805, -73.8143)",NORTH CONDUIT AVENUE,126 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,4047284,Sedan,Sedan,Sedan,,
12/18/2018,8:30,BROOKLYN,11206,40.69538,-73.9492,"(40.695377, -73.94921)",MYRTLE AVENUE,MARCY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4047158,Pick-up Truck,Sedan,Station Wagon/Sport Utility Vehicle,,
12/11/2018,21:10,BROOKLYN,11228,40.62296,-74.0118,"(40.622963, -74.01184)",BAY RIDGE PARKWAY,11 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4042928,Sedan,Motorcycle,Station Wagon/Sport Utility Vehicle,,
12/24/2018,0:28,BROOKLYN,11212,40.66005,-73.9174,"(40.66005, -73.91743)",EAST 98 STREET,LENOX ROAD,,3,0,0,0,0,0,3,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,Unspecified,,4052204,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
12/14/2018,15:05,BROOKLYN,11213,40.66356,-73.9316,"(40.663555, -73.93162)",EMPIRE BOULEVARD,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,View Obstructed/Limited,Unspecified,,,4044936,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,
12/31/2018,19:48,BRONX,10454,40.80359,-73.9198,"(40.803593, -73.919785)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,,,4055766,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
12/8/2018,4:45,BROOKLYN,11204,40.61013,-73.9753,"(40.610126, -73.97529)",WEST 1 STREET,65 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Unspecified,Unspecified,,4042988,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
12/14/2018,0:05,QUEENS,11420,40.67726,-73.8187,"(40.677258, -73.81873)",120 STREET,115 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unsafe Speed,,,4044450,Sedan,Sedan,Sedan,,
12/12/2018,11:38,BROOKLYN,11231,40.68293,-74.0057,"(40.68293, -74.005684)",HAMILTON AVENUE,SUMMIT STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4043295,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
12/24/2018,13:28,QUEENS,11417,40.67801,-73.8498,"(40.67801, -73.84975)",88 STREET,107 AVENUE,,4,0,0,0,0,0,4,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4051598,Sedan,Sedan,Sedan,,
12/10/2018,14:00,QUEENS,11435,40.69407,-73.8014,"(40.694065, -73.80142)",SUTPHIN BOULEVARD,107 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,View Obstructed/Limited,Driver Inattention/Distraction,,,4041959,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Box Truck,,
12/19/2018,10:45,BROOKLYN,11208,40.66525,-73.8751,"(40.665245, -73.87513)",LINDEN BOULEVARD,ATKINS AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,Unspecified,,,4056177,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
12/30/2018,1:10,QUEENS,11420,40.66689,-73.8055,"(40.666893, -73.80546)",NORTH CONDUIT AVENUE,134 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,Unspecified,,,4054563,Sedan,Sedan,Sedan,,
12/22/2018,21:30,QUEENS,11420,40.68083,-73.8272,"(40.68083, -73.827194)",109 AVENUE,113 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,,,4055982,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
12/22/2018,21:20,BROOKLYN,11234,40.62646,-73.918,"(40.626457, -73.918)",AVENUE K,RALPH AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4050656,Sedan,Sedan,Sedan,,
12/9/2018,15:40,BRONX,10454,40.80719,-73.9243,"(40.80719, -73.92431)",EAST 135 STREET,WILLIS AVENUE,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,,4041412,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
12/19/2018,18:05,BROOKLYN,11217,40.68609,-73.9827,"(40.686085, -73.982666)",ATLANTIC AVENUE,NEVINS STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Unspecified,,,4048521,Box Truck,Sedan,Sedan,,
12/8/2018,19:41,BROOKLYN,11213,40.66538,-73.9342,"(40.665375, -73.934235)",SCHENECTADY AVENUE,CROWN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4040981,Sedan,Sedan,Sedan,,
12/29/2018,7:23,MANHATTAN,10013,40.72232,-74.0118,"(40.722324, -74.01178)",WEST STREET,LAIGHT STREET,,3,1,0,0,0,0,3,1,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,4056090,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck
12/20/2018,20:50,QUEENS,11435,40.69615,-73.8091,"(40.69615, -73.8091)",97 AVENUE,BRISBIN STREET,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,,4055981,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
1/1/2019,1:43,BROOKLYN,11203,40.65648,-73.9241,"(40.656483, -73.92408)",REMSEN AVENUE,EAST 57 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4057122,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
11/13/2018,12:52,MANHATTAN,10017,40.75076,-73.9745,"(40.750763, -73.97446)",EAST 42 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4020514,Bus,Sedan,Taxi,,
12/3/2018,11:27,MANHATTAN,10128,40.78106,-73.9494,"(40.781063, -73.949425)",2 AVENUE,EAST 91 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,View Obstructed/Limited,Unspecified,,,4047379,Box Truck,Station Wagon/Sport Utility Vehicle,Van,,
11/14/2018,0:15,MANHATTAN,10021,40.76849,-73.9555,"(40.768486, -73.955505)",EAST 73 STREET,1 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,4020491,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Taxi,Taxi,
12/5/2018,16:13,BROOKLYN,11226,40.65415,-73.9499,"(40.65415, -73.949936)",NOSTRAND AVENUE,LENOX ROAD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4039365,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
11/25/2018,20:17,QUEENS,11417,40.67413,-73.8583,"(40.674133, -73.85826)",NORTH CONDUIT AVENUE,78 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Aggressive Driving/Road Rage,Unspecified,,,4032611,Sedan,Sedan,Sedan,,
11/20/2018,7:05,MANHATTAN,10128,40.78132,-73.9461,"(40.781315, -73.94614)",1 AVENUE,EAST 93 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,Unspecified,,,4029528,Sedan,Taxi,Box Truck,,
12/3/2018,8:15,QUEENS,11417,40.68118,-73.8346,"(40.681175, -73.83455)",107 AVENUE,106 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4040569,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
11/17/2018,13:50,BROOKLYN,11207,40.65414,-73.8873,"(40.65414, -73.88732)",PENNSYLVANIA AVENUE,COZINE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4027932,Sedan,Sedan,Sedan,Sedan,
12/1/2018,18:20,QUEENS,11435,40.69964,-73.8031,"(40.699635, -73.80312)",150 STREET,95 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4039204,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
11/19/2018,12:00,QUEENS,11423,40.71277,-73.772,"(40.712772, -73.77201)",188 STREET,90 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,,4029239,Sedan,Sedan,Sedan,Sedan,
12/1/2018,0:44,BRONX,10461,40.83565,-73.8456,"(40.835648, -73.845604)",ZEREGA AVENUE,HALSEY STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Other Vehicular,Unspecified,Unspecified,,4038741,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
11/25/2018,23:16,QUEENS,11368,40.7456,-73.8681,"(40.7456, -73.868095)",JUNCTION BOULEVARD,43 AVENUE,,0,0,0,0,0,0,0,0,Tow Hitch Defective,Tow Hitch Defective,Unspecified,,,4032659,Tow Truck / Wrecker,Sedan,Van,,
12/1/2018,21:26,BRONX,10461,40.85543,-73.8554,"(40.85543, -73.855354)",LYDIG AVENUE,WILLIAMSBRIDGE ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,Unspecified,,4036446,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
12/6/2018,22:31,QUEENS,11101,40.74473,-73.9336,"(40.74473, -73.93359)",VANDAM STREET,THOMSON AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4039760,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
11/29/2018,6:50,BRONX,10454,40.80281,-73.9085,"(40.802814, -73.90848)",WALNUT AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Failure to Keep Right,Unspecified,,,4035899,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
11/15/2018,16:47,MANHATTAN,10030,40.82326,-73.9429,"(40.823257, -73.94293)",WEST 145 STREET,BRADHURST AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Pavement Slippery,Unspecified,Unspecified,,4021675,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,
11/22/2018,21:26,BRONX,10470,40.89537,-73.8636,"(40.895374, -73.86356)",EAST 233 STREET,WEBSTER AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Following Too Closely,Following Too Closely,,,4044838,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,,
11/15/2018,19:25,QUEENS,11418,40.70277,-73.8261,"(40.70277, -73.82608)",125 STREET,HILLSIDE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4021759,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/5/2018,23:10,QUEENS,11413,40.67492,-73.7369,"(40.674923, -73.73694)",233 STREET,MERRICK BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Alcohol Involvement,4051115,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
11/24/2018,20:15,BROOKLYN,11236,40.63368,-73.8987,"(40.633682, -73.89868)",REMSEN AVENUE,AVENUE M,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4032083,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
11/26/2018,15:42,QUEENS,11358,40.75647,-73.8055,"(40.756474, -73.805466)",45 AVENUE,161 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,Unspecified,,,4033094,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
11/12/2018,21:00,BROOKLYN,11229,40.59991,-73.9466,"(40.599907, -73.94664)",AVENUE U,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,,4019733,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
11/22/2018,11:41,BRONX,10469,40.87673,-73.8473,"(40.87673, -73.847305)",BOSTON ROAD,CORSA AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,4037422,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
11/22/2018,15:48,BROOKLYN,11234,40.61888,-73.9089,"(40.618877, -73.908936)",AVENUE U,EAST 69 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4031077,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
10/26/2018,3:30,QUEENS,11423,40.71083,-73.7707,"(40.710827, -73.77066)",188 STREET,JAMAICA AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4007783,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
11/2/2018,21:01,BRONX,10472,40.83592,-73.8731,"(40.835915, -73.8731)",CROSS BRONX EXPRESSWAY,FTELEY AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,4014008,Sedan,Sedan,Sedan,,
11/9/2018,21:35,BROOKLYN,11234,40.63519,-73.9286,"(40.635185, -73.92862)",GLENWOOD ROAD,UTICA AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Other Vehicular,Unspecified,,,4019282,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/20/2018,3:34,MANHATTAN,10011,40.73736,-73.9969,"(40.73736, -73.99685)",WEST 14 STREET,AVENUE OF THE AMERICAS,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4004940,Taxi,Taxi,Taxi,,
10/27/2018,22:04,BROOKLYN,11207,40.68366,-73.9079,"(40.68366, -73.90788)",BUSHWICK AVENUE,PILLING STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4034341,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
10/29/2018,10:44,BROOKLYN,11212,40.66077,-73.9198,"(40.66077, -73.91975)",KINGS HIGHWAY,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,,4015436,Bus,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
10/23/2018,18:29,BROOKLYN,11234,40.6321,-73.9186,"(40.632095, -73.91861)",RALPH AVENUE,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,Driver Inattention/Distraction,Unspecified,,4006988,Pick-up Truck,Sedan,Pick-up Truck,Bus,
11/2/2018,8:00,QUEENS,11434,40.66362,-73.7772,"(40.66362, -73.777176)",ROCKAWAY BOULEVARD,144 TERRACE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,4012753,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck,,
10/31/2018,7:45,QUEENS,11419,40.68217,-73.8311,"(40.68217, -73.83105)",110 STREET,107 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4011431,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/24/2018,17:00,QUEENS,11415,40.712,-73.8255,"(40.712, -73.82546)",QUEENS BOULEVARD,HOOVER AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Unspecified,,,4006955,Sedan,Sedan,Sedan,,
10/23/2018,16:50,QUEENS,11378,40.72607,-73.9089,"(40.726067, -73.9089)",MAURICE AVENUE,59 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4006508,Sedan,Sedan,Sedan,,
10/30/2018,13:24,BRONX,10469,40.8703,-73.8399,"(40.8703, -73.839905)",ADEE AVENUE,TIEMANN AVENUE,,3,0,0,0,0,0,3,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4011182,Sedan,Sedan,Sedan,,
11/6/2018,7:45,QUEENS,11372,40.75471,-73.8758,"(40.754707, -73.87575)",92 STREET,34 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4015901,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
11/8/2018,11:00,QUEENS,11354,40.76682,-73.8304,"(40.766815, -73.83038)",137 STREET,LATIMER PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,4016993,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
10/24/2018,18:12,STATEN ISLAND,10306,40.56039,-74.1201,"(40.560394, -74.120056)",HYLAN BOULEVARD,GUYON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,Unspecified,,,4006798,Sedan,Sedan,Sedan,,
10/25/2018,9:00,QUEENS,11375,40.71512,-73.8322,"(40.71512, -73.83224)",QUEENS BOULEVARD,78 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,Unspecified,,,4007291,Station Wagon/Sport Utility Vehicle,Bus,Station Wagon/Sport Utility Vehicle,,
10/24/2018,8:45,BROOKLYN,11207,40.66278,-73.8809,"(40.66278, -73.88086)",ASHFORD STREET,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4006642,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
11/9/2018,1:25,BROOKLYN,11201,40.69024,-73.9944,"(40.69024, -73.99437)",ATLANTIC AVENUE,CLINTON STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,Unspecified,,,4017113,Sedan,Sedan,Sedan,,
11/11/2018,5:00,MANHATTAN,10033,40.84812,-73.9309,"(40.848118, -73.93089)",AMSTERDAM AVENUE,WEST 181 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4018665,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
10/30/2018,6:25,QUEENS,11434,40.66743,-73.7668,"(40.66743, -73.76676)",NORTH CONDUIT AVENUE,FARMERS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4012139,Bus,Tractor Truck Diesel,Sedan,,
11/7/2018,8:30,MANHATTAN,10027,40.81337,-73.9563,"(40.813374, -73.956276)",AMSTERDAM AVENUE,WEST 125 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,Unspecified,,,4016607,Sedan,Bus,Sedan,,
10/28/2018,14:00,QUEENS,11373,40.73354,-73.8704,"(40.733536, -73.87035)",WOODHAVEN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,,,4011147,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
10/20/2018,20:08,MANHATTAN,10018,40.75653,-73.994,"(40.756527, -73.994026)",WEST 39 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4004309,Taxi,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,
10/20/2018,3:35,BROOKLYN,11213,40.67134,-73.9448,"(40.671337, -73.9448)",SAINT JOHNS PLACE,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Following Too Closely,Unspecified,,,4005172,Convertible,Station Wagon/Sport Utility Vehicle,Sedan,,
11/7/2018,8:20,BROOKLYN,11216,40.67535,-73.9528,"(40.675354, -73.952774)",ROGERS AVENUE,SAINT MARKS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Oversized Vehicle,Unspecified,,,4027053,Sedan,Sedan,Bus,,
